id_2,parto,pesaje,del,lvd,raza
9530,4/8/2008,8/3/2009,216,6,CARORA
9530,4/8/2008,27/3/2009,235,8.2,CARORA
9530,4/8/2008,23/4/2009,262,6.2,CARORA
9535,14/8/2008,23/8/2008,9,9.2,CARORA
9535,14/8/2008,3/9/2008,20,9.5,CARORA
9535,14/8/2008,20/9/2008,37,11.3,CARORA
9535,14/8/2008,17/10/2008,64,9.8,CARORA
9535,14/8/2008,8/11/2008,86,6,CARORA
9535,14/8/2008,20/11/2008,98,5.4,CARORA
9535,14/8/2008,5/12/2008,113,11.3,CARORA
9535,14/8/2008,26/12/2008,134,10.7,CARORA
9535,14/8/2008,4/1/2009,143,9.7,CARORA
9535,14/8/2008,18/1/2009,157,7.9,CARORA
9535,14/8/2008,14/2/2009,184,9.8,CARORA
9535,14/8/2008,28/2/2009,198,9.3,CARORA
9535,14/8/2008,19/3/2009,217,8.2,CARORA
9535,14/8/2008,15/4/2009,244,7.4,CARORA
9535,14/8/2008,7/5/2009,266,6.6,CARORA
9535,14/8/2008,23/5/2009,282,7.7,CARORA
9535,14/8/2008,6/6/2009,296,6.9,CARORA
9535,14/8/2008,21/6/2009,311,7.2,CARORA
9535,14/8/2008,5/7/2009,325,6.8,CARORA
9535,14/8/2008,26/7/2009,346,4.4,CARORA
9535,14/8/2008,15/8/2009,366,9,CARORA
9535,14/8/2008,4/9/2009,386,9.9,CARORA
9535,14/8/2008,18/9/2009,400,8,CARORA
9535,14/8/2008,3/10/2009,415,6,CARORA
9546,24/8/2008,16/9/2008,23,10.6,CARORA
9546,24/8/2008,28/9/2008,35,9.2,CARORA
9546,24/8/2008,13/10/2008,50,12.4,CARORA
9546,24/8/2008,3/11/2008,71,10.1,CARORA
9546,24/8/2008,12/11/2008,80,11.8,CARORA
9546,24/8/2008,26/11/2008,94,10,CARORA
9546,24/8/2008,23/12/2008,121,8.7,CARORA
9546,24/8/2008,6/1/2009,135,8.1,CARORA
9546,24/8/2008,25/1/2009,154,9.8,CARORA
9546,24/8/2008,21/2/2009,181,9.7,CARORA
9546,24/8/2008,15/3/2009,203,6.7,CARORA
9546,24/8/2008,31/3/2009,219,9.7,CARORA
9546,24/8/2008,14/4/2009,233,9.3,CARORA
9546,24/8/2008,29/4/2009,248,10.4,CARORA
9546,24/8/2008,13/5/2009,262,11.7,CARORA
9546,24/8/2008,3/6/2009,283,6.5,CARORA
9546,24/8/2008,23/6/2009,303,7.5,CARORA
9546,24/8/2008,13/7/2009,323,3,CARORA
9580,3/9/2008,6/10/2008,33,7.5,CARORA
9580,3/9/2008,17/10/2008,44,6.5,CARORA
9580,3/9/2008,3/11/2008,61,10.6,CARORA
9580,3/9/2008,30/11/2008,88,9,CARORA
9580,3/9/2008,22/12/2008,110,5.9,CARORA
9580,3/9/2008,3/1/2009,122,6.2,CARORA
9580,3/9/2008,18/1/2009,137,9.7,CARORA
9580,3/9/2008,8/2/2009,158,9,CARORA
9580,3/9/2008,17/2/2009,167,8.2,CARORA
9580,3/9/2008,3/3/2009,181,7.2,CARORA
9580,3/9/2008,30/3/2009,208,4.5,CARORA
9580,3/9/2008,13/4/2009,222,4.4,CARORA
9709,13/9/2008,20/9/2008,7,7.8,CARORA
9709,13/9/2008,7/10/2008,24,10.2,CARORA
9709,13/9/2008,3/11/2008,51,7.7,CARORA
9709,13/9/2008,25/11/2008,73,4.5,CARORA
9709,13/9/2008,7/12/2008,85,5.2,CARORA
9709,13/9/2008,22/12/2008,100,7.5,CARORA
9709,13/9/2008,12/1/2009,121,7.7,CARORA
9709,13/9/2008,21/1/2009,130,8.6,CARORA
9709,13/9/2008,4/2/2009,144,6.7,CARORA
9709,13/9/2008,3/3/2009,171,6.5,CARORA
9709,13/9/2008,17/3/2009,185,5.2,CARORA
9709,13/9/2008,5/4/2009,204,8.1,CARORA
9709,13/9/2008,2/5/2009,231,6.7,CARORA
9709,13/9/2008,24/5/2009,253,6.5,CARORA
9709,13/9/2008,9/6/2009,269,6.8,CARORA
9709,13/9/2008,23/6/2009,283,5.7,CARORA
9709,13/9/2008,8/7/2009,298,7,CARORA
9709,13/9/2008,22/7/2009,312,7.7,CARORA
